"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherThrows","PitcherTeam","Batter","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","EffectiveVelo","MaxHeight","SpeedDrop","ContactPositionX","ContactPositionY","ContactPositionZ","UTCDate","UTCTime","AutoHitType","System","Catcher","CatcherThrows","CatcherTeam","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence"
187,2024-06-01,1899-12-31 00:21:02.9,2,2,"Pitcher 5","Right","USA","Hitter 16","Right","Visitors","Undefined",5,"Bottom",1,1,0,"Slider","Slider","StrikeCalled","Undefined","Undefined","Undefined",0,0,85.81337,0.062463,-2.782901,2643.837634,60.82566,1899-12-31 08:00:00,5.77355,2.95662,5.13809,-44.15947,-3.9441,-9.89445,2.15249,"-0.49053999999999998",76.80322,-7.975647,-4.532011,0.456423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88146,-1.49705,-2.68767,50,5.74573,6.48032,-124.02765,-1.58497,5.86746,31.63078,-34.43705,"Visitors","USA","Coleman Field","USA Baseball","USA",82.58228,NA,9.01015,NA,NA,NA,2024-07-03,1899-12-31 00:21:02.9,NA,"v3","Catcher 2","Right","USA",55.35865,-125.38682,15.81539,5.78204,-0.10522,-17.21853,-2.96071,6.2282,2.93373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
188,2024-06-01,1899-12-31 00:21:20,2,3,"Pitcher 5","Right","USA","Hitter 16","Right","Visitors","Undefined",5,"Bottom",1,1,1,"ChangeUp","Changeup","StrikeSwinging","Undefined","Undefined","Undefined",0,0,81.75251,-1.782505,-4.886476,2413.034619,273.006443,1899-12-31 03:00:00,5.68796,2.70994,5.80183,-42.13738,0.54673,18.42631,0.51206,"-0.31039",74.39378,-9.513382,-1.591518,0.470224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.05339,1.20303,-2.31919,50,5.51554,9.4039,-118.23331,-5.07303,-15.44353,25.27047,-30.49319,"Visitors","USA","Coleman Field","USA Baseball","USA",80.15849,NA,7.35873,NA,NA,NA,2024-07-03,1899-12-31 00:21:20,NA,"v3","Catcher 2","Right","USA",54.7004,-119.23371,12.63523,5.69248,-3.86587,-15.24659,-2.70357,10.01528,-7.72177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
189,2024-06-01,1899-12-31 00:21:46.3,2,4,"Pitcher 5","Right","USA","Hitter 16","Right","Visitors","Undefined",5,"Bottom",1,1,2,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,97.90961,-4.028379,-5.07599,2421.365932,206.469548,1899-12-31 01:00:00,6.26366,2.21618,5.4455,-8.16248,21.93072,10.40111,1.79059,"-1.6821699999999999",88.871,-5.647884,-3.237152,0.394826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.65319,12.45603,-1.77375,50,5.90041,12.02169,-141.19769,-10.16097,-13.38847,33.11223,-7.10837,"Visitors","USA","Coleman Field","USA Baseball","USA",95.46601,NA,9.03861,NA,NA,NA,2024-07-03,1899-12-31 00:21:46.3,NA,"v3","Catcher 2","Right","USA",55.05285,-142.3777,16.55612,6.258,-9.90765,-3.55419,-2.21066,12.49881,-6.69423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
190,2024-06-01,1899-12-31 00:22:02.9,2,5,"Pitcher 5","Right","USA","Hitter 16","Right","Visitors","Undefined",5,"Bottom",1,2,2,"ChangeUp","Changeup","StrikeSwinging","Strikeout","Undefined","Undefined",0,0,82.83042,-2.478242,-5.6925,2432.561764,262.535064,1899-12-31 02:45:00,5.66896,2.68359,5.69998,-37.57034,3.71752,18.44194,0.21584,"-1.1016900000000001",76.33488,-9.336584,-2.4092,0.462469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.95638,2.93402,-2.21621,50,5.43622,11.20793,-119.72031,-6.46921,-15.95036,22.45079,-27.90272,"Visitors","USA","Coleman Field","USA Baseball","USA",81.50263,NA,6.49555,NA,NA,NA,2024-07-03,1899-12-31 00:22:02.9,NA,"v3","Catcher 2","Right","USA",54.8027,-120.61758,11.22539,5.67249,-5.35404,-13.95136,-2.67689,11.84541,-7.97518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
191,2024-06-01,1899-12-31 00:22:45.4,3,1,"Pitcher 5","Right","USA","Hitter 17","Left","Visitors","Undefined",5,"Bottom",2,0,0,"Fastball","Four-Seam","StrikeSwinging","Undefined","Undefined","Undefined",0,0,97.82686,-3.177191,-3.940185,2442.047284,218.712821,1899-12-31 01:15:00,6.22083,2.36302,5.34122,-12.21079,18.46962,13.82284,2.21256,"-0.18728",87.26047,-5.54514,-1.492612,0.398659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.23945,10.66453,-2.01734,50,5.92526,9.01388,-141.11603,-8.21904,-16.23864,38.88683,-11.15598,"Visitors","USA","Coleman Field","USA Baseball","USA",94.548,NA,10.56639,NA,NA,NA,2024-07-03,1899-12-31 00:22:45.4,NA,"v3","Catcher 2","Right","USA",55.15485,-142.52945,19.44341,6.21662,-7.81355,-5.57799,-2.3557,9.60411,-8.11932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
192,2024-06-01,1899-12-31 00:22:59.4,3,2,"Pitcher 5","Right","USA","Hitter 17","Left","Visitors","Undefined",5,"Bottom",2,0,1,"Fastball","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,96.91365,-1.931434,-2.188945,2433.789812,229.241611,1899-12-31 01:45:00,6.12709,2.49138,5.52691,-15.85524,14.98709,16.00599,2.99816,"1.77783",86.67079,-4.954317,0.663116,0.39971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.72563,8.52874,-2.31159,50,5.94878,4.55553,-140.22144,-5.25967,-17.00279,37.99965,-15.55488,"Visitors","USA","Coleman Field","USA Baseball","USA",94.29945,NA,10.24286,NA,NA,NA,2024-07-03,1899-12-31 00:22:59.4,NA,"v3","Catcher 2","Right","USA",54.96861,-141.56152,18.99982,6.1246,-4.71111,-7.77744,-2.48282,5.15514,-8.50139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
193,2024-06-01,1899-12-31 00:23:17.3,3,3,"Pitcher 5","Right","USA","Hitter 17","Left","Visitors","Undefined",5,"Bottom",2,1,1,"Slider","Slider","InPlay","Undefined","Popup","Out",1,0,87.26736,-0.96488,-3.02204,2495.019973,125.266038,1899-12-31 10:15:00,5.86054,2.83517,5.32219,-33.66372,3.93295,-3.89051,2.1484,"-0.32771",80.04071,-7.102925,-3.711815,0.441312,82.84427,62.24132,16.214437,5237.36435,106.89629,117.029,25.94573,145.53547,73.24105,13.211077,5.690159,1.10969,2.57843,-2.55844,50,5.74872,6.84805,-126.50802,-3.38818,1.79589,26.13606,-28.00113,"Visitors","USA","Coleman Field","USA Baseball","USA",85.40991,136.74409,7.22665,1.62701,2.21816,0.30547,2024-07-03,1899-12-31 00:23:17.2,"Popup","v3","Catcher 2","Right","USA",55.17855,-127.57341,13.06803,5.86357,-2.24677,-14.00056,-2.83609,6.77484,0.89794,177.767502,1.63244,54.2369,-17.05603,4.48991,-0.58024,-0.01094,0.01545,-0.00198,"8e-05",2.22074,107.46003,-26.43286,2.49865,-0.12881,-0.09442,0.03064,-0.00394,"1.8000000000000001E-4",0.30712,15.76977,-5.88031,1.58751,-0.21311,-0.00211,0.00542,"-7.2999999999999996E-4","3e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA
194,2024-06-01,1899-12-31 00:26:49.2,1,1,"Pitcher 6","Right","Visitors","Hitter 12","Right","USA","Undefined",6,"Top",0,0,0,"Sinker","Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,88.6215,0.179328,-5.303863,2158.716386,245.902817,1899-12-31 02:15:00,5.01005,2.48102,5.9434,-27.48001,8.96075,16.91654,2.88711,"-1.0432699999999999",79.26859,-4.982376,-2.282985,0.434475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.33697,4.94347,-2.06624,50,5.0093,11.13781,-127.9717,-0.50363,-16.80544,31.24421,-24.13716,"Visitors","USA","Coleman Field","USA Baseball","USA",86.75394,NA,9.35292,NA,NA,NA,2024-07-03,1899-12-31 00:26:49.2,NA,"v3","Catcher 1","Right","Visitors",54.55282,-129.07848,15.6221,5.01199,0.3514,-12.06858,-2.47133,11.73312,-8.40272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
195,2024-06-01,1899-12-31 00:27:03.3,1,2,"Pitcher 6","Right","Visitors","Hitter 12","Right","USA","Undefined",6,"Top",0,0,1,"Slider","Curveball","InPlay","Undefined","FlyBall","Single",0,0,77.44017,0.449822,-2.995716,2329.790358,30.758798,1899-12-31 07:00:00,5.12552,2.39482,5.87407,-47.60786,-0.45551,-1.22551,1.57658,"-0.49231999999999998",70.59073,-8.313913,-3.215383,0.494223,68.662,33.848876,-25.946241,3906.058076,98.4394,52.81967,-49.08839,219.61499,218.06531,-28.185352,3.99231,-0.30382,0.03406,-2.15157,50,5.13421,5.92096,-112.29389,-0.58805,-0.38338,22.56535,-32.13107,"Visitors","USA","Coleman Field","USA Baseball","USA",76.26606,54.05633,6.84944,3.0067,1.78488,0.39388,2024-07-03,1899-12-31 00:27:03.2,"FlyBall","v3","Catcher 1","Right","Visitors",54.62686,-113.21984,11.28268,5.13129,0.73042,-16.06554,-2.39486,5.93669,-0.19169,170.412091,3.00687,75.20349,-14.11879,3.363,-0.75355,0.19885,-0.0515,0.00849,"-5.8E-4",1.78526,56.07767,-16.04174,0.40899,0.30308,-0.24156,0.08395,-0.01398,"9e-04",0.39391,-36.59464,5.11287,-1.1253,0.24735,-0.07041,0.01991,"-3.4199999999999999E-3","2.4000000000000001E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA
196,2024-06-01,1899-12-31 00:27:41.9,2,1,"Pitcher 6","Right","Visitors","Hitter 1","Right","USA","Undefined",6,"Top",0,0,0,"Slider","Curveball","HitByPitch","Undefined","Undefined","Undefined",0,0,76.29735,2.916672,0.977001,2361.32119,41.000317,1899-12-31 07:15:00,5.14621,2.23572,5.46261,-51.36668,-0.28346,-2.23788,3.59842,"2.9637899999999999",66.84797,-6.614891,0.578739,0.514411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55358,-0.89776,-2.3201,50,5.36834,-1.7928,-110.1424,3.97321,1.8179,28.18946,-33.22456,"Visitors","USA","Coleman Field","USA Baseball","USA",73.27294,NA,9.44938,NA,NA,NA,2024-07-03,1899-12-31 00:27:41.8,NA,"v3","Catcher 1","Right","Visitors",55.03454,-111.42347,14.09473,5.15347,5.4831,-16.61228,-2.23675,-1.87542,0.90895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
197,2024-06-01,1899-12-31 00:28:35.7,3,1,"Pitcher 6","Right","Visitors","Hitter 2","Left","USA","Undefined",6,"Top",0,0,0,"Slider","Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,78.18172,2.069453,-2.752038,2390.265985,354.393235,1899-12-31 05:45:00,5.09968,2.50257,5.89922,-50.8318,-5.32894,0.65244,2.78799,"4e-05",72.15437,-7.248508,-2.635086,0.485502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05366,-2.84236,-2.28139,50,5.23727,5.43291,-113.52444,2.48038,-1.38299,19.66275,-35.90477,"Visitors","USA","Coleman Field","USA Baseball","USA",77.63606,NA,6.02735,NA,NA,NA,2024-07-03,1899-12-31 00:28:35.7,NA,"v3","Catcher 1","Right","Visitors",54.60349,-114.319,9.83138,5.10772,3.93127,-17.95239,-2.50206,5.4888,-0.69149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
198,2024-06-01,1899-12-31 00:29:07.4,3,2,"Pitcher 6","Right","Visitors","Hitter 2","Left","USA","Undefined",6,"Top",0,0,1,"ChangeUp","Changeup","StrikeSwinging","Undefined","Undefined","Undefined",0,0,76.42646,0.900135,-2.622163,2129.581709,267.989403,1899-12-31 03:00:00,5.23457,2.16683,6.03645,-45.54967,2.13685,17.41005,2.27322,"1.1878899999999999",70.01211,-7.525816,0.51129,0.497015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.69016,1.31858,-1.97126,50,5.28043,4.45916,-110.97151,0.38772,-12.05035,20.36698,-30.53431,"Visitors","USA","Coleman Field","USA Baseball","USA",75.83767,NA,6.41435,NA,NA,NA,2024-07-03,1899-12-31 00:29:07.4,NA,"v3","Catcher 1","Right","Visitors",54.46495,-111.78797,10.18349,5.24035,1.61177,-15.26716,-2.1597,4.94223,-6.02518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
199,2024-06-01,1899-12-31 00:29:32.2,3,3,"Pitcher 6","Right","Visitors","Hitter 2","Left","USA","Undefined",6,"Top",0,0,2,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,77.84932,1.051457,-1.55598,2102.595247,260.151997,1899-12-31 02:45:00,5.40116,2.07608,5.957,-41.70203,4.40047,16.81233,2.90155,"2.0337800000000001",71.16694,-6.676267,1.466367,0.48869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.03473,2.42728,-1.96162,50,5.4616,2.44676,-113.06211,0.80494,-11.65172,21.32087,-29.04366,"Visitors","USA","Coleman Field","USA Baseball","USA",77.12949,NA,6.68238,NA,NA,NA,2024-07-03,1899-12-31 00:29:32.2,NA,"v3","Catcher 1","Right","Visitors",54.54329,-113.91565,10.66044,5.4061,1.96764,-14.52183,-2.0689,2.91321,-5.82586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
200,2024-06-01,1899-12-31 00:29:51.4,3,4,"Pitcher 6","Right","Visitors","Hitter 2","Left","USA","Undefined",6,"Top",0,1,2,"Slider","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,77.91661,1.136916,-4.321982,2504.190195,18.759502,1899-12-31 06:45:00,5.03317,2.45222,5.39842,-52.23562,-5.20477,-2.25059,1.7488,"-1.7932399999999999",71.81361,-8.327202,-4.720566,0.493586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05543,-2.53177,-2.06441,50,5.09784,8.61702,-112.86757,0.46933,-0.07156,20.35008,-35.44323,"Visitors","USA","Coleman Field","USA Baseball","USA",76.3645,NA,6.103,NA,NA,NA,2024-07-03,1899-12-31 00:29:51.4,NA,"v3","Catcher 1","Right","Visitors",55.10419,-113.78413,10.17504,5.04075,2.06569,-17.72161,-2.45259,8.62025,-0.03578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
201,2024-06-01,1899-12-31 00:30:17.2,3,5,"Pitcher 6","Right","Visitors","Hitter 2","Left","USA","Undefined",6,"Top",0,2,2,"Slider","Slider","InPlay","Undefined","LineDrive","Single",0,1,77.66074,0.947008,-2.091392,2444.581611,93.524101,1899-12-31 09:00:00,5.0692,2.33797,5.45524,-45.21187,2.0676,-9.12138,2.18874,"-0.38081999999999999",71.13629,-7.320987,-3.713785,0.494889,81.80767,21.075182,8.965473,755.710454,108.9921,27.61704,14.85645,220.53797,220.53797,6.641972,2.606554,4.02331,1.1637,-2.14685,50,5.12155,4.46177,-112.67409,0.3816,5.14925,21.31975,-30.68469,"Visitors","USA","Coleman Field","USA Baseball","USA",76.16345,27.82845,6.52445,2.02618,2.22898,0.29215,2024-07-03,1899-12-31 00:30:17.2,"LineDrive","v3","Catcher 1","Right","Visitors",55.04611,-113.62488,10.65988,5.07402,1.75004,-15.34235,-2.34071,4.23212,2.57463,138.160602,2.02618,110.59141,-16.89432,3.85638,-0.82399,0.1677,-0.03049,0.0039,"-2.4000000000000001E-4",2.22899,43.14403,-19.8485,1.69231,-0.31143,0.0535,-0.00872,0.00132,"-1E-4",0.29215,17.44841,-5.17984,1.38325,-0.33035,0.07214,-0.01338,"1.75E-3","-1.1E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA
202,2024-06-01,1899-12-31 00:31:11.7,4,1,"Pitcher 6","Right","Visitors","Hitter 3","Right","USA","Undefined",6,"Top",0,0,0,"Slider","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,77.41508,2.725765,-2.568192,2526.101156,63.271266,1899-12-31 08:00:00,5.08336,2.33118,5.44572,-48.1453,-0.97284,-4.58772,3.62786,"-0.45733000000000001",71.41725,-6.048847,-3.382632,0.494329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65039,-0.74413,-2.10088,50,5.29133,5.21492,-112.29536,3.74074,2.12516,18.73289,-33.13225,"Visitors","USA","Coleman Field","USA Baseball","USA",76.24978,NA,5.99782,NA,NA,NA,2024-07-03,1899-12-31 00:31:11.7,NA,"v3","Catcher 1","Right","Visitors",55.05589,-113.13563,9.36644,5.09021,5.22689,-16.56613,-2.33266,5.11959,1.06258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
203,2024-06-01,1899-12-31 00:31:30.2,4,2,"Pitcher 6","Right","Visitors","Hitter 3","Right","USA","Undefined",6,"Top",0,1,0,"Sinker","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,88.24089,-0.065355,-5.988282,2130.361909,245.434728,1899-12-31 02:15:00,4.9079,2.39083,6.15893,-26.43305,9.43268,18.06284,2.64444,"-1.65642",80.33139,-5.014674,-2.755517,0.431034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.94414,5.25233,-1.94328,50,4.88942,12.63691,-127.58283,-0.98302,-18.02391,26.44904,-23.52396,"Visitors","USA","Coleman Field","USA Baseball","USA",87.44664,NA,7.9095,NA,NA,NA,2024-07-03,1899-12-31 00:31:30.2,NA,"v3","Catcher 1","Right","Visitors",54.34106,-128.47962,13.22452,4.90923,-0.18541,-11.76198,-2.38212,13.24804,-9.01196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
204,2024-06-01,1899-12-31 00:31:50.6,4,3,"Pitcher 6","Right","Visitors","Hitter 3","Right","USA","Undefined",6,"Top",0,2,0,"Sinker","Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,87.6486,0.66594,-5.436185,2217.200798,256.688388,1899-12-31 02:30:00,4.82588,2.58176,5.99334,-30.52954,6.15906,20.74127,2.90172,"-0.74287999999999998",79.41284,-5.020715,-1.728587,0.43595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.1778,3.35173,-2.16314,50,4.86195,11.19061,-126.76636,0.46063,-19.6983,27.35116,-26.75245,"Visitors","USA","Coleman Field","USA Baseball","USA",86.46043,NA,8.23576,NA,NA,NA,2024-07-03,1899-12-31 00:31:50.6,NA,"v3","Catcher 1","Right","Visitors",54.50682,-127.73505,13.67558,4.82886,1.40812,-13.37622,-2.57183,11.88826,-9.84915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
205,2024-06-01,1899-12-31 00:32:09,4,4,"Pitcher 6","Right","Visitors","Hitter 3","Right","USA","Undefined",6,"Top",0,2,1,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,78.11645,2.090906,-0.133067,2510.832914,94.405345,1899-12-31 09:15:00,5.07637,2.09728,5.38997,-45.0481,1.89536,-4.53028,3.28298,"1.59504",71.09534,-6.170733,-0.938611,0.493127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22595,0.81906,-2.08213,50,5.23172,0.44424,-113.27766,2.61939,2.87509,21.8416,-31.11612,"Visitors","USA","Coleman Field","USA Baseball","USA",76.43552,NA,7.02111,NA,NA,NA,2024-07-03,1899-12-31 00:32:09,NA,"v3","Catcher 1","Right","Visitors",55.10901,-114.25851,10.9208,5.08271,4.01672,-15.55806,-2.09918,0.31512,1.43754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
